Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (kph),Distance (km),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/km)
2024-09-07 15:02 (CDT),On Demand,Aditi Shah,10,Meditation,Sleep,10 min Sleep Meditation,2024-08-27 23:00 (CDT),,,,,,,,68.66,,
2024-09-08 06:32 (CDT),On Demand,Kirra Michel,10,Meditation,Morning,10 min Morning Meditation,2022-04-26 23:00 (CDT),,,,,,,,,,
2024-09-08 12:43 (CDT),On Demand,Susie Chan,10,Stretching,Post-Run Stretch,10 min AFO Post Run Stretch: Muse,2022-08-19 09:00 (CDT),,,,,,,28,,,
2024-09-09 05:09 (CDT),On Demand,Kirra Michel,10,Meditation,Morning,10 min Morning Meditation,2022-04-26 23:00 (CDT),,,,,,,,,,
2024-09-10 05:33 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-09-10 16:55 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Tropical House Full Body Strength,2024-08-25 05:55 (CDT),,,,,,,110,86.21,,
2024-09-10 17:23 (CDT),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Focus Flow: Balancing Poses,2024-04-10 11:27 (CDT),,,,,,,44,70.98,,
2024-09-10 17:38 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-05-09 06:18 (CDT),,,,,,,29,64.76,,
2024-09-11 05:31 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-02-12 06:22 (CDT),,,,,,,,,,
2024-09-11 16:48 (-05),On Demand,Charlotte Weidenbach,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2024-09-06 01:25 (-05),275,153,45%,81,30.44,15.22,248,106.89,,
2024-09-11 17:19 (-05),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2024-08-20 23:00 (-05),29,98,36%,85,25.59,2.13,35,100.88,,
2024-09-11 17:26 (-05),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-03 23:00 (-05),,,,,,,14,,,
2024-09-12 05:34 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-09-13 05:34 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-02-12 06:22 (CDT),,,,,,,,53.30,,
2024-09-13 17:14 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Rock Ride,2024-08-29 12:30 (-05),291,162,47%,80,31.36,15.68,280,117.17,,
2024-09-13 17:45 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Rock Ride,2024-08-29 12:30 (-05),9,97,36%,85,25.43,0.69,12,,,
2024-09-13 17:47 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-10 23:00 (-05),34,115,43%,74,27.33,2.27,45,,,
2024-09-13 17:54 (-05),On Demand,Benny Adami,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-08-21 23:00 (-05),,,,,,,14,,,
2024-09-14 05:59 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-08 06:24 (CDT),,,,,,,,,,
2024-09-14 11:43 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Tropical House Full Body Strength,2024-08-25 05:55 (CDT),,,,,,,113,86.61,,
2024-09-14 12:09 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,57,,,
2024-09-14 12:21 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-05-06 01:00 (CDT),,,,,,,30,73.50,,
2024-09-14 17:00 (CDT),On Demand,Kristin McGee,10,Yoga,Yoga Anywhere,10 min Chair Yoga,2022-01-06 09:00 (CDT),,,,,,,22,,,
2024-09-15 05:33 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-08 06:24 (CDT),,,,,,,,,,
2024-09-15 08:54 (-05),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-02 23:00 (-05),39,131,39%,87,28.23,2.35,35,91.67,,
2024-09-15 09:01 (-05),On Demand,Leanne Hainsby-Alldis,20,Cycling,Intervals,20 min Tabata Ride,2024-09-02 05:24 (-05),245,204,50%,82,34.01,11.33,240,135.30,,
2024-09-15 09:22 (-05),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-12 23:00 (-05),17,56,26%,90,19.61,1.64,44,102.93,,
2024-09-15 09:28 (-05),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-12 23:00 (-05),,,,,,,23,104.12,,
2024-09-16 05:47 (CDT),On Demand,Anna Greenberg,10,Meditation,Morning,10 min Morning Meditation,2024-08-26 23:00 (CDT),,,,,,,,,,
2024-09-16 05:49 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-09-16 17:30 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2024-09-16 05:25 (CDT),,,,,,,111,79.11,,
2024-09-16 17:53 (CDT),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Focus Flow: Balancing Poses,2024-04-10 11:27 (CDT),,,,,,,44,75.33,,
2024-09-16 18:10 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-09-12 06:27 (CDT),,,,,,,28,,,
2024-09-17 05:08 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-06-24 06:24 (CDT),,,,,,,,49.79,,
2024-09-18 05:22 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-06-24 06:24 (CDT),,,,,,,,,,
2024-09-18 16:53 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min Metal Ride,2024-09-03 13:55 (-05),295,164,45%,85,31.02,15.51,260,111.65,,
2024-09-18 17:24 (-05),On Demand,Mila Lazar,5,Cycling,Cool Down,5 min Cool Down Ride,2024-08-21 23:00 (-05),27,91,39%,73,24.59,2.05,35,,,
2024-09-18 17:32 (-05),On Demand,Mila Lazar,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-11 23:00 (-05),,,,,,,14,,,
2024-09-19 05:44 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-09-19 15:36 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2024-03-20 10:00 (CDT),,,,,,,,,,
2024-09-20 05:31 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,,,
2024-09-20 17:52 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Rock Ride,2024-09-20 05:25 (-05),297,165,44%,88,31.60,15.80,324,128.84,,
2024-09-20 18:22 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-30 01:00 (-05),33,110,40%,79,26.76,2.23,50,123.21,,
2024-09-20 18:30 (-05),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post Ride Stretch,2024-09-19 23:00 (-05),,,,,,,30,98.70,,
2024-09-21 05:35 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-08 06:24 (CDT),,,,,,,,,,
2024-09-21 12:00 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2024-09-07 23:00 (CDT),,,,,,,112,83.07,,
2024-09-21 12:27 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,57,,,
2024-09-21 12:37 (CDT),On Demand,Logan Aldridge,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-09-15 23:00 (CDT),,,,,,,28,,,
2024-09-21 16:31 (CDT),On Demand,Anna Greenberg,10,Yoga,Yoga Anywhere,10 min Chair Yoga,2023-12-12 10:55 (CDT),,,,,,,34,,,
2024-09-22 06:48 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,48.39,,
2024-09-22 16:24 (-05),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone 80s Rock Ride,2024-04-03 01:00 (-05),304,169,45%,83,31.15,15.57,284,117.25,,
2024-09-22 16:54 (-05),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-19 23:00 (-05),31,102,39%,78,25.77,2.15,45,116.16,,
2024-09-22 17:01 (-05),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post Ride Stretch,2024-09-19 23:00 (-05),,,,,,,29,96.54,,
2024-09-23 05:36 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,,,
2024-09-24 05:39 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,,,
2024-09-24 16:52 (-05),On Demand,Mayla Wedekind,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-08-21 23:00 (-05),,,,,,,28,,,
2024-09-24 17:00 (-05),On Demand,Mayla Wedekind,30,Cycling,Music,30 min Rock Ride,2024-09-21 02:00 (-05),286,159,46%,83,30.93,15.46,263,114.78,,
2024-09-24 17:30 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-18 23:00 (-05),35,115,42%,76,27.31,2.28,41,112.08,,
2024-09-24 17:38 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,17,82.10,,
2024-09-25 05:45 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,52.33,,
2024-09-25 14:22 (CDT),On Demand,Anna Greenberg,5,Meditation,Mindfulness,5 min Body Scan Meditation,2024-08-19 23:00 (CDT),,,,,,,,,,
2024-09-26 05:40 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-09-26 17:39 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2024-04-24 05:30 (CDT),,,,,,,115,88.30,,
2024-09-26 18:02 (CDT),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Focus Flow: Balancing Poses,2023-10-23 18:07 (CDT),,,,,,,38,,,
2024-09-26 18:14 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-05-01 01:00 (CDT),,,,,,,28,,,
2024-09-27 05:22 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-05-13 06:23 (CDT),,,,,,,,,,
2024-09-27 17:11 (-05),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min Shakira Ride,2024-09-26 10:55 (-05),301,167,46%,84,31.66,15.83,315,125.33,,
2024-09-27 17:42 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-18 23:00 (-05),35,118,42%,76,27.33,2.28,46,,,
2024-09-27 17:49 (-05),On Demand,Mila Lazar,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-11 23:00 (-05),,,,,,,14,,,
2024-09-28 05:25 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-02-12 06:22 (CDT),,,,,,,,,,
2024-09-29 06:43 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,,,
2024-09-29 12:18 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Strength Roll Call: Full Body,2023-01-23 06:24 (CDT),,,,,,,141,99.77,,
2024-09-29 12:43 (CDT),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Focus Flow: Balancing Poses,2024-04-10 11:27 (CDT),,,,,,,44,76.45,,
2024-09-29 12:54 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-01-11 06:09 (CDT),,,,,,,28,,,
2024-09-30 05:08 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-09-30 17:28 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min Coldplay Ride,2024-09-26 12:55 (-05),347,193,52%,76,33.29,16.65,325,127.30,,
2024-09-30 18:04 (-05),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-12 23:00 (-05),20,65,30%,87,21.65,1.80,35,95.58,,
2024-09-30 18:13 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-12-22 02:00 (-05),,,,,,,14,,,
2024-10-01 05:20 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-10-01 17:32 (CDT),On Demand,Ben Alldis,20,Strength,Full Body,20 min Full Body Strength,2024-04-24 05:30 (CDT),,,,,,,113,,,
2024-10-01 17:55 (CDT),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Focus Flow: Balancing Poses,2024-04-10 11:27 (CDT),,,,,,,44,,,
2024-10-01 18:09 (CDT),On Demand,Marcel Maurer,10,Stretching,Full Body Stretch,10 min Coldplay Full Body Stretch,2024-09-26 11:35 (CDT),,,,,,,28,,,
2024-10-02 05:05 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-10-01 06:25 (CDT),,,,,,,,,,
2024-10-02 12:48 (CDT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-09-10 06:30 (CDT),,,,,,,,,,
2024-10-02 17:12 (-05),On Demand,Mayla Wedekind,30,Cycling,Music,30 min Rock Ride,2024-09-21 02:00 (-05),280,155,45%,82,30.38,15.19,253,110.84,,
2024-10-02 17:43 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-18 23:00 (-05),32,107,43%,70,25.79,2.15,42,,,
2024-10-02 17:50 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,22,86.56,,
2024-10-03 05:18 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-10-04 05:53 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,,,
2024-10-04 17:37 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min Coldplay Ride,2024-09-26 12:55 (-05),366,204,53%,75,34.00,17.00,340,131.07,,
2024-10-04 18:08 (-05),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2024-10-01 23:00 (-05),19,63,31%,80,20.89,1.74,37,113.40,,
2024-10-04 18:16 (-05),On Demand,Charlotte Weidenbach,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-25 23:00 (-05),,,,,,,14,,,
2024-10-05 06:36 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-12-04 06:24 (CDT),,,,,,,,,,
2024-10-05 12:13 (CDT),On Demand,Hannah Corbin,10,Strength,Barre,10 min Barre,2021-06-09 09:00 (CDT),,,,,,,57,,,
2024-10-05 12:32 (CDT),On Demand,Callie Gullickson,20,Strength,Full Body,20 min Full Body Strength,2024-10-03 10:54 (CDT),,,,,,,110,77.42,,
2024-10-05 12:55 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min AFO Full Body: Gorgon City,2021-07-01 11:00 (CDT),,,,,,,30,64.46,,
2024-10-06 06:30 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-10-06 18:04 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min Green Day Ride,2024-02-15 14:30 (-05),302,168,47%,82,31.79,15.90,322,126.68,,
2024-10-06 18:35 (-05),On Demand,Ally Love,5,Cycling,Cool Down,5 min AFO Cool Down Ride: Tina Turner,2021-07-03 07:00 (-05),38,126,44%,74,28.16,2.35,48,78.39,,
2024-10-06 18:41 (-05),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Stretch: Carrie Underwood,2022-08-19 09:00 (-05),,,,,,,25,63.83,,
2024-10-07 07:48 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-12-04 06:24 (CDT),,,,,,,,,,
2024-10-08 06:24 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2024-09-19 06:55 (CDT),,,,,,,,,,
2024-10-08 17:36 (-05),On Demand,Charlotte Weidenbach,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2024-09-06 01:25 (-05),288,160,44%,85,31.22,15.61,254,109.61,,
2024-10-08 18:07 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-18 23:00 (-05),34,115,40%,82,27.47,2.28,36,105.09,,
2024-10-08 18:15 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,14,,,
2024-10-09 12:07 (CDT),On Demand,Aditi Shah,5,Meditation,Mindfulness,5 min Body Scan Meditation,2024-07-30 23:00 (CDT),,,,,,,,,,
2024-10-09 17:56 (CDT),On Demand,Rebecca Kennedy,20,Strength,Full Body,20 min Full Body Strength,2024-08-05 06:26 (CDT),,,,,,,113,,,
2024-10-09 18:20 (CDT),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Focus Flow: Balancing Poses,2024-04-10 11:27 (CDT),,,,,,,44,,,
2024-10-09 18:33 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-02-14 06:05 (CDT),,,,,,,,,,
2024-10-09 18:35 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-02-14 06:05 (CDT),,,,,,,28,,,
2024-10-10 05:26 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-10-11 05:20 (CDT),On Demand,Anna Greenberg,10,Meditation,Theme,10 min World Mental Health Meditation,2024-10-09 23:00 (CDT),,,,,,,,,,
2024-10-11 17:02 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min Coldplay Ride,2024-09-26 12:55 (-05),367,204,53%,74,33.69,16.85,346,132.73,,
2024-10-11 17:36 (-05),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2024-10-03 23:00 (-05),18,59,33%,74,20.19,1.68,44,116.17,,
2024-10-11 17:43 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,14,,,
2024-10-12 12:05 (CDT),On Demand,Jess Sims,20,Strength,Full Body,20 min Black Around the World Full Body,2024-10-08 23:00 (CDT),,,,,,,113,,,
2024-10-12 12:29 (CDT),On Demand,Selena Samuela,5,Strength,Core,5 min Core Strength,2024-09-09 23:00 (CDT),,,,,,,28,,,
2024-10-12 12:37 (CDT),On Demand,Rebecca Kennedy,10,Stretching,Full Body Stretch,10 min Coldplay Full Body Stretch,2024-10-08 23:00 (CDT),,,,,,,28,,,
2024-10-12 12:50 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-10-08 06:24 (CDT),,,,,,,,,,
2024-10-13 06:43 (CDT),On Demand,Kirra Michel,10,Meditation,Morning,10 min Morning Meditation,2024-07-10 10:00 (CDT),,,,,,,,,,
2024-10-13 16:20 (-05),On Demand,Mayla Wedekind,30,Cycling,Music,30 min Rock Ride,2024-09-21 02:00 (-05),292,162,46%,84,31.22,15.61,266,114.34,,
2024-10-13 16:51 (-05),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2023-01-09 12:17 (-05),30,101,42%,71,25.80,2.14,39,,,
2024-10-13 16:59 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,14,,,
2024-10-14 06:36 (CDT),On Demand,Kirra Michel,10,Meditation,Morning,10 min Morning Meditation,2024-07-10 10:00 (CDT),,,,,,,,,,
2024-10-14 13:20 (CDT),On Demand,Kirra Michel,5,Meditation,Relaxation,5 min Calming Meditation,2024-09-17 17:51 (CDT),,,,,,,,,,
2024-10-14 17:22 (CDT),On Demand,Jess Sims,20,Strength,Full Body,20 min Black Around the World Full Body,2024-10-08 23:00 (CDT),,,,,,,113,,,
2024-10-14 17:43 (CDT),On Demand,Selena Samuela,5,Strength,Core,5 min Core Strength,2024-09-09 23:00 (CDT),,,,,,,27,87.45,,
2024-10-14 17:50 (CDT),On Demand,Rebecca Kennedy,10,Stretching,Full Body Stretch,10 min Coldplay Full Body Stretch,2024-10-08 23:00 (CDT),,,,,,,28,,,
2024-10-16 05:56 (CDT),On Demand,Kirra Michel,10,Meditation,Morning,10 min Morning Meditation,2024-07-10 10:00 (CDT),,,,,,,,,,
2024-10-16 17:27 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Ride,2024-10-13 07:54 (-05),326,181,48%,81,32.12,16.06,285,117.21,,
2024-10-16 17:58 (-05),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-12 23:00 (-05),15,50,27%,84,18.68,1.55,26,98.50,,
2024-10-16 18:10 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,14,,,
2024-10-17 12:06 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-10-26 10:00 (CDT),,,,,,,,,,
2024-10-18 12:34 (CDT),On Demand,Kirra Michel,10,Meditation,Breath,10 min Breathing Meditation,2024-02-27 18:30 (CDT),,,,,,,,,,
2024-10-18 16:32 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min Coldplay Ride,2024-09-26 12:55 (-05),382,212,54%,76,34.46,17.23,342,130.60,,
2024-10-18 17:05 (-05),On Demand,Charlotte Weidenbach,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-18 23:00 (-05),32,108,43%,70,26.46,2.20,42,,,
2024-10-18 17:17 (-05),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (-05),,,,,,,14,,,
2024-10-19 07:19 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-10-01 06:25 (CDT),,,,,,,,,,
2024-10-19 16:15 (CDT),On Demand,Jess Sims,20,Strength,Full Body,20 min Black Around the World Full Body,2024-10-08 23:00 (CDT),,,,,,,113,,,
2024-10-19 16:38 (CDT),On Demand,Kirra Michel,10,Yoga,Focus Flow,10 min Focus Flow: Core,2024-07-09 18:10 (CDT),,,,,,,52,88.06,,
2024-10-19 17:00 (CDT),On Demand,Rebecca Kennedy,10,Stretching,Full Body Stretch,10 min Coldplay Full Body Stretch,2024-10-08 23:00 (CDT),,,,,,,28,,,
2024-10-20 17:30 (CDT),On Demand,Susie Chan,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-03-26 02:00 (CDT),,,,,,,15,,,
2024-10-21 05:24 (CDT),On Demand,Kirra Michel,10,Meditation,Morning,10 min Morning Meditation,2024-07-10 10:00 (CDT),,,,,,,,,,
2024-10-22 05:21 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-08 06:24 (CDT),,,,,,,,,,
2024-10-22 17:10 (-05),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min 2000s Rock Ride,2024-10-21 05:24 (-05),329,183,48%,82,32.73,16.36,428,,,
2024-10-22 17:42 (-05),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Spice Girls Cool Down Ride,2021-07-13 13:05 (-05),25,84,39%,70,23.35,1.93,33,,,
2024-10-22 17:53 (-05),On Demand,Mayla Wedekind,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-10-09 23:00 (-05),,,,,,,14,,,
2024-10-23 04:59 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-10-22 06:24 (CDT),,,,,,,,,,
2024-10-23 17:44 (CDT),On Demand,Jess Sims,20,Strength,Full Body,20 min P!nk Full Body Strength,2024-01-25 17:00 (CDT),,,,,,,118,88.81,,
2024-10-23 18:08 (CDT),On Demand,Katie Wang,5,Strength,Core,5 min Core Strength,2024-10-18 09:08 (CDT),,,,,,,28,,,
2024-10-23 18:14 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-11-23 07:25 (CDT),,,,,,,28,69.47,,
2024-10-24 05:41 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-10-22 06:24 (CDT),,,,,,,,,,
2024-10-24 19:35 (CDT),On Demand,Aditi Shah,10,Meditation,Theme,10 min Flow & Let Go Meditation,2024-10-19 09:06 (CDT),,,,,,,,,,
2024-10-25 06:22 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2024-07-15 06:25 (CDT),,,,,,,,,,
2024-10-25 13:05 (CDT),On Demand,Ross Rayburn,5,Meditation,Morning,5 min Morning Meditation,2023-10-26 10:00 (CDT),,,,,,,,,,
2024-10-25 17:50 (-05),On Demand,Leanne Hainsby-Alldis,30,Cycling,Theme,30 min Halloween Ride,2023-10-29 08:55 (-05),328,182,47%,83,32.58,16.29,427,,,
2024-10-25 18:23 (-05),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2024-10-15 23:00 (-05),25,83,36%,78,23.72,1.98,38,106.38,,
2024-10-25 18:29 (-05),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-10-24 23:00 (-05),,,,,,,14,,,
2024-10-26 10:33 (CDT),On Demand,Aditi Shah,10,Meditation,Theme,10 min Flow & Let Go Meditation,2024-10-19 09:06 (CDT),,,,,,,,,,
2024-10-26 10:48 (CDT),On Demand,Callie Gullickson,20,Strength,Full Body,20 min Full Body Strength,2024-09-15 11:30 (CDT),,,,,,,112,,,
2024-10-26 11:20 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2024-10-24 23:00 (CDT),,,,,,,28,,,
